,buyer-count,player-count,accumulated-hours-played,player-frac-of-buyer,avg-hours-played,std-hours-played
The Banner Saga Factions,23,2,0.30000000000000004,0.08695652173913043,0.15000000000000002,0.07071067811865477
The Bard's Tale,18,6,15.499999999999998,0.3333333333333333,2.583333333333333,2.544340124013821
The Basement Collection,19,5,16.9,0.2631578947368421,3.38,4.830320900312939
The Battle of Sol,1,0,0.0,0.0,0.0,0.0
The Beast of Lycan Isle - Collector's Edition,1,1,4.0,1.0,4.0,0.0
The Beginner's Guide,7,5,8.6,0.7142857142857143,1.72,0.7918333157931661
The Binding of Isaac,190,168,5458.099999999999,0.8842105263157894,32.48869047619047,134.48311178865072
The Binding of Isaac Rebirth,84,80,6735.5,0.9523809523809523,84.19375,120.94796280747555
The Black Watchmen,1,1,3.8,1.0,3.8,0.0
The Blackwell Legacy,4,0,0.0,0.0,0.0,0.0
The Blue Flamingo,2,0,0.0,0.0,0.0,0.0
The Book of Legends,3,0,0.0,0.0,0.0,0.0
The Book of Unwritten Tales,18,9,89.6,0.5,9.955555555555556,12.977202232290972
The Book of Unwritten Tales 2,3,2,27.0,0.6666666666666666,13.5,1.4142135623730951
The Book of Unwritten Tales Extras,11,0,0.0,0.0,0.0,0.0
The Book of Unwritten Tales The Critter Chronicles,7,2,27.0,0.2857142857142857,13.5,0.7071067811865476
The Bridge,36,20,44.3,0.5555555555555556,2.215,2.574219350241524
The Bug Butcher,1,1,0.3,1.0,0.3,0.0
The Bureau XCOM Declassified,49,15,124.39999999999999,0.30612244897959184,8.293333333333333,7.499758726277863
The Bureau XCOM Declassified - Code Breakers,8,0,0.0,0.0,0.0,0.0
The Bureau XCOM Declassified - Light Plasma Pistol,7,0,0.0,0.0,0.0,0.0
The Bureau XCOM Hangar 6 R&D,6,0,0.0,0.0,0.0,0.0
The Cameron Files The Secret at Loch Ness,1,0,0.0,0.0,0.0,0.0
The Campaign Series Fall Weiss,1,1,11.3,1.0,11.3,0.0
The Cat Lady,12,4,9.799999999999999,0.3333333333333333,2.4499999999999997,1.2609520212918492
The Cat and the Coup,7,2,0.8,0.2857142857142857,0.4,0.1414213562373095
The Cave,15,14,126.70000000000002,0.9333333333333333,9.05,18.45925867333872
The Chaos Engine,3,1,1.4,0.3333333333333333,1.4,0.0
The Chronicles of Narnia - Prince Caspian,1,0,0.0,0.0,0.0,0.0
The Chronicles of Riddick Assault on Dark Athena,10,7,61.300000000000004,0.7,8.757142857142858,13.935190124627788
The Clans - Saga of the Twins,1,1,4.7,1.0,4.7,0.0
The Clockwork Man,2,2,7.1000000000000005,1.0,3.5500000000000003,4.030508652763322
The Clockwork Man The Hidden World,2,1,5.2,0.5,5.2,0.0
The Club,2,1,1.3,0.5,1.3,0.0
The Collider,3,2,0.6,0.6666666666666666,0.3,0.0
The Counting Kingdom,1,0,0.0,0.0,0.0,0.0
The Crew,20,20,1099.9,1.0,54.995000000000005,97.13484644933992
The Culling Of The Cows,30,17,30.600000000000005,0.5666666666666667,1.8000000000000003,1.0265232583823904
The Curious Expedition,1,1,20.0,1.0,20.0,0.0
The Cursed Crusade,4,4,4.5,1.0,1.125,1.1528949070347507
The Dark Eye Chains of Satinav,9,3,19.8,0.3333333333333333,6.6000000000000005,10.82635672791175
The Darkness II,57,35,252.10000000000005,0.6140350877192983,7.202857142857145,8.13440354349373
The Dead Linger,4,2,9.2,0.5,4.6,4.242640687119285
The Deer,3,1,1.5,0.3333333333333333,1.5,0.0
The Defenders The Second Wave,2,1,3.4,0.5,3.4,0.0
The Desolate Hope,2,0,0.0,0.0,0.0,0.0
The Detail,5,2,11.2,0.4,5.6,4.666904755831214
The Dig,14,5,15.200000000000001,0.35714285714285715,3.04,1.9138965489283897
The Dream Machine,7,3,12.5,0.42857142857142855,4.166666666666667,4.499259198282906
The Dream Machine Chapter 3,6,0,0.0,0.0,0.0,0.0
The Dream Machine Chapter 4,4,0,0.0,0.0,0.0,0.0
The Dream Machine Chapter 5,3,0,0.0,0.0,0.0,0.0
The Dreamatorium of Dr. Magnus 2,1,1,41.0,1.0,41.0,0.0
The Egyptian Prophecy The Fate of Ramses,1,1,0.3,1.0,0.3,0.0
The Elder Scrolls III Morrowind,67,39,751.7000000000003,0.582089552238806,19.274358974358982,31.02862615433756
The Elder Scrolls IV Oblivion ,101,66,1945.8999999999999,0.6534653465346535,29.48333333333333,53.57718395945834
The Elder Scrolls Online Tamriel Unlimited,22,17,684.6000000000001,0.7727272727272727,40.27058823529413,56.7665258394624
The Elder Scrolls V Skyrim,717,677,70889.30000000002,0.9442119944211994,104.71093057607092,173.33558227187282
The Elder Scrolls V Skyrim - Dawnguard,378,0,0.0,0.0,0.0,0.0
The Elder Scrolls V Skyrim - Dragonborn,365,0,0.0,0.0,0.0,0.0
The Elder Scrolls V Skyrim - Hearthfire,367,0,0.0,0.0,0.0,0.0
The Entente Gold,1,1,0.3,1.0,0.3,0.0
The Escapists,38,37,480.9999999999999,0.9736842105263158,12.999999999999996,18.058146822602442
The Escapists The Walking Dead,2,2,8.5,1.0,4.25,3.323401871576773
The Evil Within,26,16,136.8,0.6153846153846154,8.55,10.899908256494639
The Expendabros,151,64,215.79999999999995,0.423841059602649,3.3718749999999993,5.93270378548847
The Fall,7,4,4.3,0.5714285714285714,1.075,1.17011395456454
The Few,1,1,4.7,1.0,4.7,0.0
The Fifth Day,2,2,12.9,1.0,6.45,6.151828996322964
The First Templar,4,0,0.0,0.0,0.0,0.0
The Fish Fillets 2,12,1,0.1,0.08333333333333333,0.1,0.0
The Flame in the Flood,1,1,0.2,1.0,0.2,0.0
The Floor is Jelly,2,1,0.8,0.5,0.8,0.0
The Flying Dutchman,1,0,0.0,0.0,0.0,0.0
The Forest,131,128,1695.1999999999998,0.9770992366412213,13.243749999999999,19.55026129072022
The Forest of Doom,1,0,0.0,0.0,0.0,0.0
The Forgotten Ones,30,5,2.4,0.16666666666666666,0.48,0.5263078946776306
The Four Kings Casino and Slots,20,8,23.8,0.4,2.975,3.3982138165302582
The Gate,5,1,6.6,0.2,6.6,0.0
The Golf Club,2,2,20.9,1.0,10.45,2.8991378028648453
The Good Life,1,1,0.6,1.0,0.6,0.0
The Graveyard,1,1,0.2,1.0,0.2,0.0
The Great Art Race,5,0,0.0,0.0,0.0,0.0
The Great Jitters Pudding Panic,7,0,0.0,0.0,0.0,0.0
The Guild Gold Edition,12,3,7.0,0.25,2.3333333333333335,3.435597958628648
The Guild II,40,13,47.0,0.325,3.6153846153846154,5.360946146879634
The Guild II - Pirates of the European Seas,26,2,2.9000000000000004,0.07692307692307693,1.4500000000000002,1.7677669529663689
The Guild II Renaissance,24,12,86.6,0.5,7.216666666666666,5.457744011674577
The Hat Man Shadow Ward,17,9,16.5,0.5294117647058824,1.8333333333333333,3.3056769352131194
The Haunted Hells Reach,1,1,0.9,1.0,0.9,0.0
The History Channel Civil War,1,0,0.0,0.0,0.0,0.0
The Hive,1,0,0.0,0.0,0.0,0.0
The Howler,8,4,10.2,0.5,2.55,1.57797338380595
The I of the Dragon,3,0,0.0,0.0,0.0,0.0
The Impossible Game,1,1,14.4,1.0,14.4,0.0
The Incredible Adventures of Van Helsing,62,38,406.20000000000005,0.6129032258064516,10.689473684210528,16.732809484035204
The Incredible Adventures of Van Helsing Final Cut,1,1,58.0,1.0,58.0,0.0
The Incredible Adventures of Van Helsing II,23,14,155.49999999999994,0.6086956521739131,11.107142857142852,14.437635875389352
The Incredible Adventures of Van Helsing III,2,2,9.299999999999999,1.0,4.6499999999999995,6.293250352560273
The Incredible Adventures of Van Helsing Thaumaturge,45,0,0.0,0.0,0.0,0.0
The Inner World,4,1,1.3,0.25,1.3,0.0
The Jackbox Party Pack,8,6,431.0,0.75,71.83333333333333,165.22994482437701
The Jackbox Party Pack 2,1,1,14.3,1.0,14.3,0.0
The Journey Down Chapter One,10,5,17.4,0.5,3.4799999999999995,2.0425474290698857
The Journey Down Chapter Two,1,0,0.0,0.0,0.0,0.0
The Joylancer Legendary Motor Knight,1,0,0.0,0.0,0.0,0.0
The Kings' Crusade,4,2,8.5,0.5,4.25,2.192031021678297
The Knobbly Crook Chapter I - The Horse You Sailed In On,2,0,0.0,0.0,0.0,0.0
The LEGO Movie - Videogame,19,14,464.0999999999999,0.7368421052631579,33.14999999999999,68.77126803900235
The Lady,1,1,10.8,1.0,10.8,0.0
The Last Federation,4,4,8.0,1.0,2.0,1.9165942015286732
The Last Remnant,46,27,431.40000000000003,0.5869565217391305,15.97777777777778,25.91195645217642
The Last Tinker City of Colors,1,0,0.0,0.0,0.0,0.0
The Last Warlock,1,0,0.0,0.0,0.0,0.0
The Legend of Heroes Trails in the Sky,11,10,131.4,0.9090909090909091,13.14,17.96856514397667
The Legend of Heroes Trails in the Sky SC,2,0,0.0,0.0,0.0,0.0
The Legend of Korra,15,12,64.6,0.8,5.383333333333333,6.119987126150056
The Legend of Tango,1,0,0.0,0.0,0.0,0.0
The Long Dark,31,29,312.49999999999994,0.9354838709677419,10.775862068965516,19.765512084949776
The Longest Journey,13,7,24.9,0.5384615384615384,3.557142857142857,4.47953016243785
The Lord of the Rings Online,114,33,679.1000000000001,0.2894736842105263,20.57878787878788,53.725021856532074
The Lord of the Rings War in the North,97,51,860.0000000000001,0.5257731958762887,16.862745098039216,27.577853149107273
The Lost Crown,9,2,7.1,0.2222222222222222,3.55,3.4648232278140827
The Magic Circle,1,1,5.2,1.0,5.2,0.0
The Marvellous Miss Take,3,2,2.9000000000000004,0.6666666666666666,1.4500000000000002,0.9192388155425119
The Masterplan,2,1,16.6,0.5,16.6,0.0
The Maw,6,5,38.2,0.8333333333333334,7.640000000000001,9.486464040937488
The Maw Brute Force,3,0,0.0,0.0,0.0,0.0
The Maw River Redirect,3,0,0.0,0.0,0.0,0.0
The Maw Speeder Lane,2,0,0.0,0.0,0.0,0.0
The Mean Greens - Plastic Warfare,2,2,4.9,1.0,2.45,0.3535533905932738
The Mighty Quest For Epic Loot,143,82,1015.7999999999998,0.5734265734265734,12.387804878048778,19.640506079848567
The Misadventures of P.B. Winterbottom,13,7,6.499999999999999,0.5384615384615384,0.9285714285714285,0.8788520651286839
The Moon Sliver,4,1,0.6,0.25,0.6,0.0
The Movies,2,1,14.5,0.5,14.5,0.0
The Movies Stunts and Effects,2,0,0.0,0.0,0.0,0.0
The Musketeers Victoria's Quest,1,1,36.0,1.0,36.0,0.0
The Mysterious Cities of Gold - Secret Paths,3,0,0.0,0.0,0.0,0.0
The Next BIG Thing,4,2,2.7,0.5,1.35,0.9192388155425117
The Night of the Rabbit,8,2,16.8,0.25,8.4,10.606601717798213
The Nightmare Cooperative,2,1,3.0,0.5,3.0,0.0
The Novelist,10,4,5.9,0.4,1.475,1.2945398152754257
The Old Tree,10,4,1.0,0.4,0.25,0.05773502691896256
The Otherside,1,1,4.8,1.0,4.8,0.0
The Path,8,7,13.299999999999999,0.875,1.9,2.1087120871912948
The Path - Prologue,3,3,1.3,1.0,0.43333333333333335,0.2081665999466133
The Pewdieverse DLC,2,0,0.0,0.0,0.0,0.0
The Pilgrim DLC,2,0,0.0,0.0,0.0,0.0
The Plan,32,13,6.0,0.40625,0.46153846153846156,0.7112646735902437
The Political Machine,5,4,87.3,0.8,21.825,33.2839676120501
The Political Machine 2016,1,1,3.6,1.0,3.6,0.0
The Polynomial,12,8,6.9,0.6666666666666666,0.8625,1.1400971136580553
The Promised Land,1,0,0.0,0.0,0.0,0.0
The Quiet Girl's Guide to Violence,1,0,0.0,0.0,0.0,0.0
The Raven - Legacy of a Master Thief,6,4,37.9,0.6666666666666666,9.475,6.988263971354641
The Red Solstice,1,0,0.0,0.0,0.0,0.0
The Repopulation,2,2,65.0,1.0,32.5,12.020815280171307
The Retro Expansion,15,0,0.0,0.0,0.0,0.0
The Ritual on Weylyn Island,1,0,0.0,0.0,0.0,0.0
The Room,5,4,15.200000000000001,0.8,3.8000000000000003,1.927001124372618
The Royal Trap The Confines Of The Crown,1,0,0.0,0.0,0.0,0.0
The Sacred Tears TRUE,1,0,0.0,0.0,0.0,0.0
The Samaritan Paradox,3,1,3.6,0.3333333333333333,3.6,0.0
The Scourge Project Episode 1 and 2,7,0,0.0,0.0,0.0,0.0
The Secret Of Hildegards,1,0,0.0,0.0,0.0,0.0
The Secret World,18,16,358.69999999999993,0.8888888888888888,22.418749999999996,24.62646865332773
The Secret of Monkey Island Special Edition,40,31,142.70000000000002,0.775,4.603225806451613,4.671650948074478
The Secret of Tremendous Corporation,3,1,1.3,0.3333333333333333,1.3,0.0
The Settlers 7 Paths to a Kingdom,3,3,69.3,1.0,23.099999999999998,22.498222151983477
The Settlers 7 Paths to a Kingdom - Gold Edition,9,8,116.80000000000001,0.8888888888888888,14.600000000000001,22.526492339972886
The Settlers 7 Paths to a Kingdom The Two Kings DLC #4,1,0,0.0,0.0,0.0,0.0
The Settlers Online,15,5,4.0,0.3333333333333333,0.8,0.7582875444051551
The Settlers Rise of an Empire Gold Edition  ,1,0,0.0,0.0,0.0,0.0
The Ship,85,43,166.39999999999998,0.5058823529411764,3.8697674418604646,5.22163698487092
The Ship Single Player,82,23,26.5,0.2804878048780488,1.1521739130434783,1.0303880845308155
The Ship Tutorial,85,14,3.8000000000000003,0.16470588235294117,0.27142857142857146,0.09138735334633753
The Shivah,6,0,0.0,0.0,0.0,0.0
The Shopkeeper,2,0,0.0,0.0,0.0,0.0
The Showdown Effect,34,14,42.50000000000001,0.4117647058823529,3.035714285714286,4.112945256299757
The Silent Age,2,2,4.3999999999999995,1.0,2.1999999999999997,2.6870057685088806
The Sims(TM) 3,44,44,2249.7000000000003,1.0,51.12954545454546,91.87973580148875
The Sims(TM) Medieval,4,4,59.39999999999999,1.0,14.849999999999998,17.97155159318935
The Slaughtering Grounds,6,3,12.4,0.5,4.133333333333334,1.4468356276140468
The Stalin Subway,1,1,0.2,1.0,0.2,0.0
The Stalin Subway Red Veil,1,0,0.0,0.0,0.0,0.0
The Stanley Parable,110,99,303.30000000000007,0.9,3.0636363636363644,4.2679262886318465
The Stomping Land,9,9,63.8,1.0,7.088888888888889,6.101320439963066
The Sun at Night,2,1,1.8,0.5,1.8,0.0
The Swapper,54,26,82.39999999999999,0.48148148148148145,3.169230769230769,4.7554406088831955
The Swindle,2,1,23.0,0.5,23.0,0.0
The Talos Principle,29,24,426.1,0.8275862068965517,17.754166666666666,22.95909366425552
The Talos Principle - Bonus Content,1,0,0.0,0.0,0.0,0.0
The Talos Principle - Prototype,1,0,0.0,0.0,0.0,0.0
The Talos Principle - Soundtrack,1,0,0.0,0.0,0.0,0.0
The Talos Principle Road To Gehenna,6,0,0.0,0.0,0.0,0.0
The Testament of Sherlock Holmes,23,17,127.90000000000002,0.7391304347826086,7.523529411764707,7.5614589706422315
The Tiny Bang Story,14,6,74.8,0.42857142857142855,12.466666666666667,19.91197294761789
The Tomorrow War,1,0,0.0,0.0,0.0,0.0
The Tower Of Elements,2,0,0.0,0.0,0.0,0.0
The Treasures of Montezuma 4,4,4,554.4,1.0,138.6,270.27900399402097
The Typing of The Dead Overkill,13,7,18.2,0.5384615384615384,2.6,2.6670833007863353
The Ultimate DOOM,26,15,14.199999999999998,0.5769230769230769,0.9466666666666665,1.3963558012947574
The UnderGarden,3,1,0.3,0.3333333333333333,0.3,0.0
The Undying Plague,2,1,4.4,0.5,4.4,0.0
The Universim,1,1,0.5,1.0,0.5,0.0
The Vanishing of Ethan Carter,27,21,92.60000000000001,0.7777777777777778,4.40952380952381,4.76580578306594
The Vanishing of Ethan Carter Redux,27,3,1.2,0.1111111111111111,0.39999999999999997,0.17320508075688773
The Void,10,4,3.3,0.4,0.825,0.7804912982645397
The WTCC 2010 Pack,14,0,0.0,0.0,0.0,0.0
The Walking Dead,122,111,1715.7000000000003,0.9098360655737705,15.456756756756759,22.753379855315885
The Walking Dead Season Two,75,48,541.0,0.64,11.270833333333334,14.134851425561394
The Walking Dead Survival Instinct,1,1,7.3,1.0,7.3,0.0
The Way of Life Free Edition,45,21,6.2,0.4666666666666667,0.29523809523809524,0.23553384146697579
The Whispered World,8,2,3.2,0.25,1.6,0.2828427124746192
The Whispered World Special Edition,13,1,2.1,0.07692307692307693,2.1,0.0
The Witcher 2 Assassins of Kings Enhanced Edition,257,170,3254.3000000000006,0.6614785992217899,19.142941176470593,31.17750066171617
The Witcher 3 Wild Hunt,89,77,4876.900000000001,0.8651685393258427,63.33636363636364,57.129720602122276
The Witcher 3 Wild Hunt - Expansion Pass,20,0,0.0,0.0,0.0,0.0
The Witcher 3 Wild Hunt - New Finisher Animations,31,0,0.0,0.0,0.0,0.0
The Witcher Adventure Game,3,2,31.8,0.6666666666666666,15.9,19.94041122946064
The Witcher Enhanced Edition,167,120,3257.4999999999995,0.718562874251497,27.14583333333333,113.74517582961401
The Wizard's Pen,1,1,4.2,1.0,4.2,0.0
The Wolf Among Us,61,44,435.9000000000001,0.7213114754098361,9.906818181818183,6.964107239308707
The Wonderful End of the World,8,5,18.9,0.625,3.78,4.144514446832101
The Yawhg,4,1,0.3,0.25,0.3,0.0
Theatre of War,5,2,11.5,0.4,5.75,7.848885271170678
Theatre of War 2 Africa 1943,4,1,1.3,0.25,1.3,0.0
Theatre of War 2 Kursk 1943 ,3,1,0.2,0.3333333333333333,0.2,0.0
Theatre of War 3 Korea,2,0,0.0,0.0,0.0,0.0
Theme Park Studio,1,1,2.0,1.0,2.0,0.0
They Bleed Pixels,16,10,22.8,0.625,2.2800000000000002,2.6665833320312093
They Breathe,2,0,0.0,0.0,0.0,0.0
Thief,99,68,637.7,0.6868686868686869,9.37794117647059,11.967366642444658
Thief - Ghost,20,0,0.0,0.0,0.0,0.0
Thief - Opportunist,36,0,0.0,0.0,0.0,0.0
Thief - Predator,19,0,0.0,0.0,0.0,0.0
Thief - The Bank Heist,34,0,0.0,0.0,0.0,0.0
Thief 2,31,5,9.8,0.16129032258064516,1.9600000000000002,1.690562036720333
Thief Deadly Shadows,49,11,38.99999999999999,0.22448979591836735,3.545454545454545,4.537480277943616
Thief Gold,55,13,7.9,0.23636363636363636,0.6076923076923078,0.48211606220483616
Thief Town,1,1,0.3,1.0,0.3,0.0
Thinking with Time Machine,39,10,19.1,0.2564102564102564,1.9100000000000001,2.438783849927391
Third Eye Crime,3,1,0.5,0.3333333333333333,0.5,0.0
Thirty Flights of Loving,7,5,2.6999999999999997,0.7142857142857143,0.5399999999999999,0.2792848008753788
This War of Mine,65,54,722.1,0.8307692307692308,13.372222222222222,12.511781868886269
This War of Mine - War Child Charity DLC,9,0,0.0,0.0,0.0,0.0
Thomas Was Alone,52,27,60.49999999999999,0.5192307692307693,2.2407407407407405,2.4980391170274796
ThreadSpace Hyperbol,2,0,0.0,0.0,0.0,0.0
Thunder Wolves,9,1,1.6,0.1111111111111111,1.6,0.0
Tiamat X,2,1,0.1,0.5,0.1,0.0
Tick The Time Based Puzzle Game,1,0,0.0,0.0,0.0,0.0
Ticket to Ride,25,12,93.40000000000002,0.48,7.783333333333335,15.814080798932057
Ticket to Ride - Europe,13,0,0.0,0.0,0.0,0.0
Ticket to Ride - Legendary Asia,8,0,0.0,0.0,0.0,0.0
Ticket to Ride - Switzerland,7,0,0.0,0.0,0.0,0.0
Ticket to Ride - USA 1910,18,0,0.0,0.0,0.0,0.0
Tidalis,12,4,5.8,0.3333333333333333,1.45,2.5013329779672815
Tiestru,2,0,0.0,0.0,0.0,0.0
Tiki Man,1,0,0.0,0.0,0.0,0.0
Timberman,4,2,10.1,0.5,5.05,0.636396103067893
Time Clickers,51,28,446.90000000000003,0.5490196078431373,15.960714285714287,30.543597732321295
"Time Gentlemen, Please!",35,3,6.3,0.08571428571428572,2.1,2.628687885618983
Time Mysteries 2 The Ancient Spectres,2,1,4.7,0.5,4.7,0.0
Time Mysteries 3 The Final Enigma,2,2,4.699999999999999,1.0,2.3499999999999996,2.474873734152916
Time Mysteries Inheritance - Remastered,1,1,3.4,1.0,3.4,0.0
Time Ramesside (A New Reckoning),1,0,0.0,0.0,0.0,0.0
Time of Shadows,1,0,0.0,0.0,0.0,0.0
TimeShift,6,3,12.9,0.5,4.3,4.950757517794625
Tinboy,6,2,2.8000000000000003,0.3333333333333333,1.4000000000000001,1.1313708498984762
Tiny Barbarian DX,1,0,0.0,0.0,0.0,0.0
Tiny Brains,4,2,7.699999999999999,0.5,3.8499999999999996,4.596194077712559
Tiny Bridge Ratventure,5,3,13.7,0.6,4.566666666666666,5.445487428443236
Tiny Troopers,3,2,5.7,0.6666666666666666,2.85,2.1920310216782974
Tiny and Big Grandpa's Leftovers,36,16,27.4,0.4444444444444444,1.7125,1.608259929240295
TinyKeep,1,0,0.0,0.0,0.0,0.0
Titan Attacks,7,6,9.9,0.8571428571428571,1.6500000000000001,1.1640446726822817
Titan Quest,116,58,254.39999999999998,0.5,4.386206896551724,9.558599476724758
Titan Quest Immortal Throne,74,31,572.9,0.4189189189189189,18.480645161290322,24.358837128166837
Titan Souls,5,4,6.8,0.8,1.7,1.673320053068151
Tkl Online,1,1,2.4,1.0,2.4,0.0
To End All Wars,2,2,20.1,1.0,10.05,7.4246212024587495
To the Moon,64,34,100.39999999999999,0.53125,2.952941176470588,3.2823896777248946
ToCA Race Driver 3,6,2,15.2,0.3333333333333333,7.6,4.1012193308819755
Toast Time,1,1,0.6,1.0,0.6,0.0
Tobe's Vertical Adventure,1,1,0.2,1.0,0.2,0.0
Toki Tori,32,20,51.00000000000002,0.625,2.550000000000001,4.070109270484542
Toki Tori 2+,23,9,21.399999999999995,0.391304347826087,2.3777777777777773,4.2923704924487165
Tom Clancy's EndWar,4,3,5.2,0.75,1.7333333333333334,1.1015141094572205
Tom Clancy's Ghost Recon,4,2,0.5,0.5,0.25,0.07071067811865474
Tom Clancy's Ghost Recon Advanced Warfighter,5,2,37.2,0.4,18.6,26.021529547664947
Tom Clancy's Ghost Recon Advanced Warfighter 2,9,3,1.1,0.3333333333333333,0.3666666666666667,0.20816659994661327
Tom Clancy's Ghost Recon Desert Siege,3,0,0.0,0.0,0.0,0.0
Tom Clancy's Ghost Recon Future Soldier,12,11,206.9,0.9166666666666666,18.80909090909091,19.305255996513207
Tom Clancy's Ghost Recon Island Thunder,3,0,0.0,0.0,0.0,0.0
Tom Clancy's Ghost Recon Phantoms - EU,245,137,3234.299999999999,0.5591836734693878,23.608029197080285,74.97981891070089
Tom Clancy's Ghost Recon Phantoms - EU 100% XP/AC Boost - 30 days,2,0,0.0,0.0,0.0,0.0
Tom Clancy's Ghost Recon Phantoms - EU 6000 GC Pack,1,0,0.0,0.0,0.0,0.0
Tom Clancy's Ghost Recon Phantoms - EU Assault Starter Pack,6,0,0.0,0.0,0.0,0.0
Tom Clancy's Ghost Recon Phantoms - EU Looks and Power (Assault),5,0,0.0,0.0,0.0,0.0
Tom Clancy's Ghost Recon Phantoms - EU Looks and Power (Recon),5,0,0.0,0.0,0.0,0.0
Tom Clancy's Ghost Recon Phantoms - EU Looks and Power (Support),6,0,0.0,0.0,0.0,0.0
Tom Clancy's Ghost Recon Phantoms - EU Recon Starter Pack,6,0,0.0,0.0,0.0,0.0
Tom Clancy's Ghost Recon Phantoms - EU Substance with Style pack (Assault),5,0,0.0,0.0,0.0,0.0
Tom Clancy's Ghost Recon Phantoms - EU Substance with Style pack (Recon),6,0,0.0,0.0,0.0,0.0
Tom Clancy's Ghost Recon Phantoms - EU Substance with Style pack (Support),4,0,0.0,0.0,0.0,0.0
Tom Clancy's Ghost Recon Phantoms - EU Support Starter Pack,8,0,0.0,0.0,0.0,0.0
Tom Clancy's Ghost Recon Phantoms - EU The Thrill of the Surprise,5,0,0.0,0.0,0.0,0.0
Tom Clancy's Ghost Recon Phantoms - EU WAR Madness pack (Assault),4,0,0.0,0.0,0.0,0.0
Tom Clancy's Ghost Recon Phantoms - EU WAR Madness pack (Recon),5,0,0.0,0.0,0.0,0.0
Tom Clancy's Ghost Recon Phantoms - EU WAR Madness pack (Support),6,0,0.0,0.0,0.0,0.0
Tom Clancy's Ghost Recon Phantoms - NA,314,133,4910.799999999998,0.42356687898089174,36.92330827067668,186.6006686171472
Tom Clancy's Ghost Recon Phantoms - NA Assault Starter Pack,7,0,0.0,0.0,0.0,0.0
Tom Clancy's Ghost Recon Phantoms - NA Looks and Power (Assault),5,0,0.0,0.0,0.0,0.0
Tom Clancy's Ghost Recon Phantoms - NA Looks and Power (Recon),4,0,0.0,0.0,0.0,0.0
Tom Clancy's Ghost Recon Phantoms - NA Looks and Power (Support),2,0,0.0,0.0,0.0,0.0
Tom Clancy's Ghost Recon Phantoms - NA Recon Starter Pack,3,0,0.0,0.0,0.0,0.0
Tom Clancy's Ghost Recon Phantoms - NA Substance with Style pack (Assault),3,0,0.0,0.0,0.0,0.0
Tom Clancy's Ghost Recon Phantoms - NA Substance with Style pack (Recon),1,0,0.0,0.0,0.0,0.0
Tom Clancy's Ghost Recon Phantoms - NA Substance with Style pack (Support),2,0,0.0,0.0,0.0,0.0
Tom Clancy's Ghost Recon Phantoms - NA Support Starter Pack,3,0,0.0,0.0,0.0,0.0
Tom Clancy's Ghost Recon Phantoms - NA The Thrill of the Surprise,1,0,0.0,0.0,0.0,0.0
Tom Clancy's Ghost Recon Phantoms - NA WAR Madness pack (Assault),1,0,0.0,0.0,0.0,0.0
Tom Clancy's Ghost Recon Phantoms - NA WAR Madness pack (Recon),2,0,0.0,0.0,0.0,0.0
Tom Clancy's Ghost Recon Phantoms - NA WAR Madness pack (Support),1,0,0.0,0.0,0.0,0.0
Tom Clancy's H.A.W.X.,4,2,14.5,0.5,7.25,4.17193000900063
Tom Clancy's H.A.W.X. 2,8,8,32.3,1.0,4.0375,3.7659897200375587
Tom Clancy's Rainbow Six 3 Athena Sword,6,0,0.0,0.0,0.0,0.0
Tom Clancy's Rainbow Six 3 Gold Edition,6,3,12.5,0.5,4.166666666666667,3.9017090272511776
Tom Clancy's Rainbow Six Lockdown,2,0,0.0,0.0,0.0,0.0
Tom Clancy's Rainbow Six Siege,8,8,184.89999999999998,1.0,23.112499999999997,17.085117792979947
Tom Clancy's Rainbow Six Vegas,16,1,1.0,0.0625,1.0,0.0
Tom Clancy's Rainbow Six Vegas 2,21,13,108.69999999999999,0.6190476190476191,8.36153846153846,11.79700092265957
Tom Clancy's Splinter Cell,16,7,7.700000000000001,0.4375,1.1,1.4944341180973264
Tom Clancy's Splinter Cell Blacklist,46,37,624.6,0.8043478260869565,16.88108108108108,20.686278837242142
Tom Clancy's Splinter Cell Chaos Theory,24,9,9.1,0.375,1.011111111111111,0.9089065469623987
Tom Clancy's Splinter Cell Conviction,57,40,655.8000000000001,0.7017543859649122,16.395000000000003,33.379902981838086
Tom Clancy's Splinter Cell Double Agent,16,2,7.300000000000001,0.125,3.6500000000000004,1.7677669529663689
Tomb Raider,257,204,3184.3,0.7937743190661478,15.609313725490196,21.420016455302424
Tomb Raider (VI) The Angel of Darkness,35,3,4.9,0.08571428571428572,1.6333333333333335,1.8339392937971895
Tomb Raider Anniversary,52,11,30.000000000000004,0.21153846153846154,2.7272727272727275,3.867839425077238
Tomb Raider Chronicles,34,1,1.7,0.029411764705882353,1.7,0.0
Tomb Raider I,39,13,60.5,0.3333333333333333,4.653846153846154,8.109625493265742
Tomb Raider II,37,4,5.999999999999999,0.10810810810810811,1.4999999999999998,1.0801234497346432
Tomb Raider III Adventures of Lara Croft,34,2,1.0,0.058823529411764705,0.5,0.42426406871192857
Tomb Raider Legend,53,9,18.3,0.16981132075471697,2.033333333333333,3.2668792447839263
Tomb Raider The Last Revelation,35,2,4.4,0.05714285714285714,2.2,1.4142135623730951
Tomb Raider Underworld,52,9,62.800000000000004,0.17307692307692307,6.977777777777778,3.880327878471669
Tomb of Tyrants,1,0,0.0,0.0,0.0,0.0
